Date,Open,High,Low,Close,Adj Close,Volume,monthly returns,mr%,,,
01-06-1986,246.039993,251.809998,238.229996,250.839996,250.839996,2649600000,4.800003,1.91357163,,,-9.305250856
01-07-1986,250.669998,253.199997,233.070007,236.119995,236.119995,3029900000,-14.550003,-6.162122356,,,-9.103085056
01-08-1986,236.119995,254.240005,231.919998,252.929993,252.929993,2701900000,16.809998,6.646107012,,,-8.89965034
01-09-1986,252.929993,254.130005,228.080002,231.320007,231.320007,3166300000,-21.609986,-9.34203067,,,-8.70375887
01-10-1986,231.320007,244.509995,231.320007,243.979996,243.979996,3016740000,12.659989,5.18894549,,,-8.57813699
01-11-1986,243.970001,249.220001,235.509995,249.220001,249.220001,2940830000,5.25,2.106572498,,,-8.081539968
01-12-1986,249.220001,254.869995,241.279999,242.169998,242.169998,3260870000,-7.050003,-2.911179361,,,-7.911896044
01-01-1987,242.169998,280.959991,242.169998,274.079987,274.079987,4040880000,31.909989,11.64258265,,,-7.81152204
01-02-1987,274.079987,287.549988,273.160004,284.200012,284.200012,3485300000,10.120025,3.560881271,,,-7.751316716
01-03-1987,284.170013,302.720001,282.299988,291.700012,291.700012,3965100000,7.529999,2.581418817,,,-7.39030265
01-04-1987,291.589996,303.649994,275.670013,288.359985,288.359985,3931700000,-3.230011,-1.120131491,,,-7.277094784
01-05-1987,286.98999,298.690002,277.01001,290.100006,290.100006,3417700000,3.110016,1.072049616,,,-6.860978172
01-06-1987,290.119995,310.269989,286.929993,304,304,3595000000,13.880005,4.565791118,,,-6.849982093
01-07-1987,303.98999,318.850006,302.529999,318.660004,318.660004,3966400000,14.670014,4.603657132,,,-6.708816253
01-08-1987,318.619995,337.890015,314.51001,329.799988,329.799988,4062400000,11.179993,3.389931294,,,-6.67999908
01-09-1987,329.809998,332.179993,308.559998,321.829987,321.829987,3723200000,-7.980011,-2.479573477,,,-6.543658593
01-10-1987,321.829987,328.940002,216.460007,251.789993,251.789993,6094500000,-70.039994,-27.81682988,,,-6.486519809
01-11-1987,251.729996,257.209991,225.75,230.300003,230.300003,3589530000,-21.429993,-9.305250856,,,-6.449795364
01-12-1987,230.320007,253.350006,221.240005,247.080002,247.080002,3926750000,16.759995,6.783226026,,,-6.420630419
01-01-1988,247.100006,261.779999,240.169998,257.070007,257.070007,3494700000,9.970001,3.878321363,,,-6.162122356
01-02-1988,257.049988,267.820007,247.820007,267.820007,267.820007,3693240000,10.770019,4.021364617,,,-6.094701187
01-03-1988,267.820007,272.640015,256.070007,258.890015,258.890015,4052970000,-8.929992,-3.449338129,,,-6.046480822
01-04-1988,258.890015,272.049988,254.710007,261.329987,261.329987,3260760000,2.439972,0.933674711,,,-5.815246057
01-05-1988,261.359985,263.700012,248.850006,262.160004,262.160004,3231370000,0.800019,0.305164399,,,-5.656424343
01-06-1988,262.160004,276.880005,262.100006,273.5,273.5,4306710000,11.339996,4.146250823,,,-5.650503194
01-07-1988,273.5,276.359985,262.480011,272.019989,272.019989,3338470000,-1.480011,-0.544081707,,,-5.546403461
01-08-1988,272.029999,274.200012,256.529999,261.519989,261.519989,3327470000,-10.51001,-4.018817086,,,-5.490398865
01-09-1988,261.519989,274.869995,256.980011,271.910004,271.910004,3059450000,10.390015,3.821122742,,,-5.394546854
01-10-1988,271.890015,283.950012,268.839996,278.970001,278.970001,3415160000,7.079986,2.537902274,,,-5.363369411
01-11-1988,278.970001,280.369995,262.850006,273.700012,273.700012,2822820000,-5.269989,-1.925461735,,,-5.136568993
01-12-1988,273.679993,280.450012,270.470001,277.720001,277.720001,2844900000,4.040008,1.454705453,,,-5.048857951
01-01-1989,277.720001,297.51001,273.809998,297.470001,297.470001,3532220000,19.75,6.639324952,,,-5.024785483
01-02-1989,297.470001,300.570007,286.26001,288.859985,288.859985,3216280000,-8.610016,-2.980688377,,,-4.80517162
01-03-1989,288.859985,299.98999,286.459991,294.869995,294.869995,3504530000,6.01001,2.038189745,,,-4.794123357
01-04-1989,294.869995,310.450012,294.350006,309.640015,309.640015,3237250000,14.77002,4.770061776,,,-4.594635135
01-05-1989,309.640015,323.059998,304.059998,320.519989,320.519989,3747320000,10.879974,3.394475968,,,-4.451079383
01-06-1989,320.51001,329.190002,314.380005,317.980011,317.980011,3966590000,-2.529999,-0.795647183,,,-4.364882681
01-07-1989,317.980011,346.079987,317.26001,346.079987,346.079987,3249030000,28.099976,8.11950331,,,-4.294972971
01-08-1989,346.079987,352.730011,339,351.450012,351.450012,3949100000,5.370025,1.527962674,,,-4.093104966
01-09-1989,351.450012,354.130005,341.369995,349.149994,349.149994,3035020000,-2.300018,-0.658747827,,,-4.018817086
